W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,H#0000003,H#0000003,H#0000003,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,H#0000003,H#0000003,H#0000003,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,H#0000003,H#0000003,H#0000003,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff,W#0000ff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,N#ffffff,W#0000ff,W#0000ff
